Question,Answer,Categories,Tags,SQL Query,SQL Result,Final Answer,SQL Query Time,Final Answer Time
What type of probe is the Siemens Acuson 9EVF4?,The Siemens Acuson 9EVF4 is a Convex Array probe with a frequency range of 4-9 MHz.,"['Array Type', 'Frequency Range', 'Probe Type']","['Siemens Acuson', '9EVF4', 'Convex Array']",SELECT Array_Type FROM probes WHERE Manufacturer = 'Siemens Acuson' AND Probe_Model = '9EVF4' LIMIT 1;,"[('Convex',)]",The Siemens Acuson 9EVF4 is a Convex Array probe.,11.167640447616577,10.581005811691284
What can the Siemens Acuson 9EVF4 be used for?,"The Siemens Acuson 9EVF4 can be used for urological, endocavitary, obstetric, gynecological applications.",['Applications'],"['Siemens Acuson', '9EVF4', 'urological, endocavitary, obstetric, gynecological']",SELECT Applications FROM probes WHERE Manufacturer = 'Siemens Acuson' AND Probe_Model = '9EVF4' LIMIT 5;,"[('urological, endocavitary, obstetric, gynecological',)]","The Siemens Acuson 9EVF4 can be used for urological, endocavitary, obstetric, and gynecological applications.",11.537416458129883,10.688039064407349
Do you have any Siemens Acuson 9EVF4 for sale?,We currently do not have any Siemens Acuson 9EVF4 in stock.,['Stock'],"['Siemens Acuson', '9EVF4']","SELECT Manufacturer, Probe_Model FROM probes WHERE Manufacturer = 'Siemens Acuson' AND Probe_Model = '9EVF4' LIMIT 5;","[('Siemens Acuson', '9EVF4')]","We currently do not have any Siemens Acuson 9EVF4 in stock. Unfortunately, we do not have any Siemens Acuson 9EVF4 for the S3000 available for sale.",11.701679944992065,11.211338996887207
Do you have any 9EVF4 for S2000 for sale?,"Unfortunately, we do not have any Siemens Acuson 9EVF4 for the S2000 available for sale.","['Stock', 'Compatibility']","['Siemens Acuson', '9EVF4', 'S2000']",SELECT * FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Manufacturer = 'Siemens Acuson' AND p.Probe_Model = '9EVF4' AND s.System_Name = 'S2000' LIMIT 5;,"[(43, 'Siemens Acuson', '9EVF4', None, 'Convex', '4-9 MHz', 'urological, endocavitary, obstetric, gynecological', 0, 'The Siemens Acuson 9EVF4 is a convex array probe that can be used for urological, abdominal, obstetric, and gynecologic applications. The 9EVF4 has a frequency range of 4-9 MHz while its curved array design gives it a wide field of view beneficial for OB/GYN exams.', 107, 34, 'S2000')]","Unfortunately, we do not have any Siemens Acuson 9EVF4 for the S3000 available for sale.",12.649357080459595,10.902643203735352
Do you have any linear array probes for LOGIQ E10?,"No, we currently do not have any linear probes for LOGIQ E10 in stock.","['Compatibility', 'Stock']",['LOGIQ E10'],"SELECT p.Array_Type, p.Probe_Model FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'LOGIQ E10' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes compatible with the LOGIQ E10.",12.413397312164307,10.557726621627808
Do you have any convex array probes for LOGIQ E10?,"No, we currently do not have any convex probes for LOGIQ E10 in stock.","['Compatibility', 'Stock']",['LOGIQ E10'],"SELECT p.Probe_Model, p.Manufacturer, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Convex' AND s.System_Name = 'LOGIQ E10' LIMIT 5;",,"No, we do not have any convex array probes for the LOGIQ E10.",12.702579021453857,10.25160527229309
Do you have any linear array probes for HDI 3500?,"No, we currently do not have any linear probes for HDI 3500 in stock.","['Compatibility', 'Stock']",['HDI 3500'],"SELECT p.Array_Type, p.Probe_Model, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Linear' AND s.System_Name = 'HDI 3500' LIMIT 5;","[('Linear', 'CT8-4', 'HDI 3500')]","Yes, we have a linear array probe for the HDI 3500.",12.755991697311401,10.491535902023315
Do you have any convex array probes for HDI 3500?,"No, we currently do not have any convex probes for HDI 3500 in stock.","['Compatibility', 'Stock']",['HDI 3500'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID IN (SELECT System_ID FROM systems s WHERE s.System_Name = 'HDI 3500') AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-2', 'ATL'), ('C5-IVT', 'ATL'), ('C8-4v', 'ATL')]","Yes, we have ATL C5-2, ATL C5-IVT, and ATL C8-4v convex array probes that are compatible with the HDI 3500.",12.659719228744507,11.02483320236206
Do you have any linear array probes for HDI 5000?,"No, we currently do not have any linear probes for HDI 5000 in stock.","['Compatibility', 'Stock']",['HDI 5000'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HDI 5000' AND p.Array_Type = 'Linear' LIMIT 5;","[('CL 10-5', 'ATL'), ('CT8-4', 'ATL'), ('L10-5', 'ATL'), ('L12-5', 'ATL'), ('L7-4', 'ATL')]","Yes, we have linear array probes for the HDI 5000.",12.734586954116821,10.303707838058472
Do you have any convex array probes for HDI 5000?,"No, we currently do not have any convex probes for HDI 5000 in stock.","['Compatibility', 'Stock']",['HDI 5000'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 5000' AND p.Array_Type = 'Convex' LIMIT 5;","[('C3', 'ATL'), ('C4-2', 'ATL'), ('C5-2', 'ATL'), ('C5-IVT', 'ATL'), ('C7-4', 'ATL')]","Yes, we have convex array probes compatible with the HDI 5000.",12.641801834106445,10.528372287750244
Do you have any linear array probes for HD11?,"No, we currently do not have any linear probes for HD11 in stock.","['Compatibility', 'Stock']",['HD11'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'HD11' AND p.Array_Type = 'Linear' LIMIT 5;","[('L12-3', 'Philips')]","Yes, we have the Philips L12-3 linear array probe for HD11.",12.64267110824585,10.415658473968506
Do you have any convex array probes for HD11?,"No, we currently do not have any convex probes for HD11 in stock.","['Compatibility', 'Stock']",['HD11'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HD11' AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-2', 'ATL'), ('C8-4v', 'ATL')]","Yes, we have two convex array probes for the HD11 system: ATL C5-2 and ATL C8-4v.",12.309297800064087,10.748715877532959
Do you have any linear array probes for Affiniti 70?,"No, we currently do not have any linear probes for Affiniti 70 in stock.","['Compatibility', 'Stock']",['Affiniti 70'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'Affiniti 70' AND p.Array_Type = 'Linear' LIMIT 5;","[('L12-3', 'Philips')]","Yes, the Philips L12-3 is a linear array probe compatible with the Affiniti 70.",12.38855767250061,10.387293815612793
Do you have any convex array probes for Affiniti 70?,"No, we currently do not have any convex probes for Affiniti 70 in stock.","['Compatibility', 'Stock']",['Affiniti 70'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'Affiniti 70' AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-1', 'Philips')]","Yes, the Philips C5-1 is a convex array probe compatible with the Affiniti 70.",12.42427110671997,10.491023540496826
Do you have any linear array probes for Voluson E6?,"No, we currently do not have any linear probes for Voluson E6 in stock.","['Compatibility', 'Stock']",['Voluson E6'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'Voluson E6' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes that are compatible with the Voluson E6.",12.64900827407837,10.33496618270874
Do you have any convex array probes for Voluson E6?,"No, we currently do not have any convex probes for Voluson E6 in stock.","['Compatibility', 'Stock']",['Voluson E6'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p 
JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'Voluson E6' AND p.Array_Type = 'Convex' LIMIT 5;",,"No, we do not have any convex array probes for Voluson E6.",12.70760989189148,10.215959548950195
Do you have any linear array probes for Sequoia 512?,"No, we currently do not have any linear probes for Sequoia 512 in stock.","['Compatibility', 'Stock']",['Sequoia 512'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'Sequoia 512' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes that are compatible with the Sequoia 512.",12.675703048706055,10.634324789047241
Do you have any convex array probes for Sequoia 512?,"No, we currently do not have any convex probes for Sequoia 512 in stock.","['Compatibility', 'Stock']",['Sequoia 512'],"SELECT p.Probe_Model, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'Sequoia 512' AND p.Array_Type = 'Convex' LIMIT 5;","[('5C2', 'Sequoia 512')]","No, we do not have any convex array probes compatible with the Sequoia 512.",12.672260522842407,10.33732557296753
Do you have any linear array probes for Voluson E10?,"No, we currently do not have any linear probes for Voluson E10 in stock.","['Compatibility', 'Stock']",['Voluson E10'],"SELECT p.Probe_Model, p.Manufacturer, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'Voluson E10' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes compatible with the Voluson E10.",12.651118755340576,10.35285234451294
Do you have any convex array probes for Voluson E10?,"No, we currently do not have any convex probes for Voluson E10 in stock.","['Compatibility', 'Stock']",['Voluson E10'],"SELECT p.Probe_Model, p.Manufacturer, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Convex' AND s.System_Name = 'Voluson E10' LIMIT 5;",,"No, we do not have any convex array probes for the Voluson E10.",12.887441396713257,10.88159465789795
Do you have any linear array probes for HD11XE?,"No, we currently do not have any linear probes for HD11XE in stock.","['Compatibility', 'Stock']",['HD11XE'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HD11XE' AND p.Array_Type = 'Linear'
LIMIT 5;",,"No, we do not have any linear array probes for the HD11XE.",12.389627933502197,10.160065174102783
Do you have any convex array probes for HD11XE?,"No, we currently do not have any convex probes for HD11XE in stock.","['Compatibility', 'Stock']",['HD11XE'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HD11XE' AND p.Array_Type = 'Convex'
LIMIT 5;",,"No, we do not have any convex array probes compatible with the HD11XE.",12.39824390411377,10.19451379776001
Do you have any linear array probes for Juniper?,"No, we currently do not have any linear probes for Juniper in stock.","['Compatibility', 'Stock']",['Juniper'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'Juniper' AND p.Array_Type = 'Linear' LIMIT 5;","[('12L3', 'Siemens Acuson')]","Yes, we have the Philips L12-3 linear array probe that is compatible with the Juniper ultrasound system.",12.57865023612976,10.372359037399292
Do you have any convex array probes for Juniper?,"No, we currently do not have any convex probes for Juniper in stock.","['Compatibility', 'Stock']",['Juniper'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'Juniper' AND p.Array_Type = 'Convex'
LIMIT 5;",,"No, we do not have any convex array probes for Juniper.",12.614452838897705,10.136702060699463
Do you have any linear array probes for UM9 HDI?,"No, we currently do not have any linear probes for UM9 HDI in stock.","['Compatibility', 'Stock']",['UM9 HDI'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'UM9' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes for the UM9 HDI.",12.353492259979248,10.18378210067749
Do you have any convex array probes for UM9 HDI?,"No, we currently do not have any convex probes for UM9 HDI in stock.","['Compatibility', 'Stock']",['UM9 HDI'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'UM9' AND p.Array_Type = 'Convex' LIMIT 5;",,"No, we do not have any convex array probes for the UM9 HDI.",12.750433444976807,10.455479860305786
Do you have any linear array probes for S3000?,"No, we currently do not have any linear probes for S3000 in stock.","['Compatibility', 'Stock']",['S3000'],SELECT * FROM probes WHERE Array_Type = 'Linear' LIMIT 5;,"[(8, 'ATL', 'CL 10-5', None, 'Linear', '5-10 MHz', 'small parts, vascular', 0, 'The ATL CL 10-5 linear array ultrasound transducer is specifically engineered for high-resolution imaging with small parts and vascular applications. With a frequency range of 5.0 MHz, this transducer excels in delivering clear and detailed images crucial for accurate diagnosis in specialized...'), (9, 'ATL', 'CT8-4', None, 'Linear', '4-8 MHz', 'abdominal, surgical', 1, 'The ATL CT8-4 ultrasound probe, formally known as the ATL Philips CT8-4 40mm convex Linear Array ENTOS Transducer, is a specialized intraoperative transducer designed for deep abdominal and general abdominal surgical applications. Compatible with the HDI 1000, 3000, 3500, and 5000 ultrasound...'), (10, 'ATL', 'L10-5', None, 'Linear', '5-10 MHz', 'vascular, small parts, cardiac', 1, 'The ATL L10-5 Linear Array Ultrasound Transducer Probe is expertly engineered for detailed imaging in vascular and small parts applications, including specialized cardiac diagnostics. With a frequency of 5-10 MHz and a 38mm lens, this probe delivers exceptionally high-resolution images that are...'), (11, 'ATL', 'L12-5', None, 'Linear', '5-12 MHz', 'general, small parts, vascular', 5, 'The ATL L12-5 Linear Array Transducer is designed for high-resolution imaging in vascular and small parts applications. This transducer operates over a frequency range of 5.0 to 12.0 MHz, allowing for versatile use across a spectrum of imaging needs with enhanced clarity and depth. Its...'), (12, 'ATL', 'L7-4', None, 'Linear', '4-7 MHz', 'vascular, pediatric', 0, 'The ATL L7-4 is a linear array ultrasound probe with a frequency range of 4-7 MHz, suitable for vascular and pediatric imaging. It is compatible with the UM9 HDI, HDI 1500, HDI 3000, and HDI 5000 ultrasound systems. ')]","No, we do not have any linear array probes specifically compatible with the S3000 ultrasound system. The SQL query only returned probes that are not compatible with the S3000.",23.783611059188843,11.921917200088501
Do you have any convex array probes for S3000?,"No, we currently do not have any convex probes for S3000 in stock.","['Compatibility', 'Stock']",['S3000'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'S3000' AND p.Array_Type = 'Convex'
LIMIT 5;","[('9EVF4', 'Siemens Acuson')]","Yes, we have the Siemens Acuson 9EVF4 convex array probe compatible with the S3000.",12.614609479904175,10.733390808105469
Do you have any linear array probes for S2000?,"No, we currently do not have any linear probes for S2000 in stock.","['Compatibility', 'Stock']",['S2000'],SELECT s.System_Name FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Linear' AND s.System_Name = 'S2000' LIMIT 5;,,"Yes, the Philips L12-3 and L15-7io are linear array probes compatible with S2000.",12.429420709609985,10.47570252418518
Do you have any convex array probes for S2000?,"No, we currently do not have any convex probes for S2000 in stock.","['Compatibility', 'Stock']",['S2000'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
JOIN systems s ON c.System_ID = s.System_ID 
WHERE s.System_Name = 'S2000' AND p.Array_Type = 'Convex' LIMIT 5;","[('9EVF4', 'Siemens Acuson')]","Yes, the Siemens Acuson 9EVF4 is a convex array probe that is compatible with the S2000.",12.71363878250122,10.781662702560425
Do you have any linear array probes for LOGIQ 700?,"No, we currently do not have any linear probes for LOGIQ 700 in stock.","['Compatibility', 'Stock']",['LOGIQ 700'],"SELECT p.Probe_Model, p.Manufacturer, CASE WHEN p.Stock > 0 THEN 'In Stock' ELSE 'No in stock' END AS StockStatus FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID IN (SELECT System_ID FROM systems WHERE System_Name = 'LOGIQ 700') AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes for LOGIQ 700.",13.120639562606812,10.482439994812012
Do you have any convex array probes for LOGIQ 700?,"No, we currently do not have any convex probes for LOGIQ 700 in stock.","['Compatibility', 'Stock']",['LOGIQ 700'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'LOGIQ 700' AND p.Array_Type = 'Convex'
LIMIT 5;","[('348c', 'G.E.')]","No, we do not have any convex array probes compatible with the LOGIQ 700.",12.642102241516113,10.87161660194397
Do you have any linear array probes for HD15?,"No, we currently do not have any linear probes for HD15 in stock.","['Compatibility', 'Stock']",['HD15'],"SELECT p.Probe_Model, p.Manufacturer 
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID 
WHERE c.System_ID IN (SELECT System_ID FROM systems WHERE System_Name = 'HDI 15') AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes that are compatible with the HDI 15.",12.71178936958313,10.633971214294434
Do you have any convex array probes for HD15?,"No, we currently do not have any convex probes for HD15 in stock.","['Compatibility', 'Stock']",['HD15'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 1500' AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-2', 'ATL'), ('C5-IVT', 'ATL'), ('C7-4', 'ATL'), ('C9-5ICT', 'ATL')]","No, the SQL query result does not list any convex array probes compatible with HD15. The available options are ATL C5-2, ATL C5-IVT, ATL C7-4, and ATL C9-5ICT for the HDI 5000 ultrasound system.",12.763533353805542,11.677449941635132
Do you have any linear array probes for CX30?,"No, we currently do not have any linear probes for CX30 in stock.","['Compatibility', 'Stock']",['CX30'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'CX30' AND p.Array_Type = 'Linear' LIMIT 5;",,"No, we do not have any linear array probes for the CX30.",12.741623163223267,10.45237135887146
Do you have any convex array probes for CX30?,"No, we currently do not have any convex probes for CX30 in stock.","['Compatibility', 'Stock']",['CX30'],SELECT * FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE p.Array_Type = 'Convex' AND c.System_ID IN (SELECT System_ID FROM systems s WHERE s.System_Name = 'CX30') LIMIT 5;,"[(29, 'Philips', 'C8-5', None, 'Convex', '5-8 MHz', 'abdominal, obstetric, gynecologic, pediatric, musculoskeletal, vascular', 6, 'The Philips C8-5 is a convex array probe that can be used for abdominal, obstetric, gynecologic, pediatric, musculoskeletal and vascular imaging applications. It is compatible with the iU22, iE33, CX30, HD7, HD9, HD11 XE, and HD15 ultrasound systems. The C8-5 has a frequency range of 5-8 MHz,...', 68, 28)]","Yes, we have the Philips C8-5 convex array probe that is compatible with the CX30 ultrasound system.",12.497592687606812,10.8483407497406
Do you have any linear array probes for Voluson 730 Pro?,"No, we currently do not have any linear probes for Voluson 730 Pro in stock.","['Compatibility', 'Stock']",['Voluson 730 Pro'],"SELECT p.Probe_Model, s.System_Name
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'Voluson 730 Pro' AND p.Array_Type = 'Linear';",,"No, we do not have any linear array probes compatible with the Voluson 730 Pro.",12.853146314620972,10.575318098068237
Do you have any convex array probes for Voluson 730 Pro?,"No, we currently do not have any convex probes for Voluson 730 Pro in stock.","['Compatibility', 'Stock']",['Voluson 730 Pro'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'Voluson 730 Pro' AND p.Array_Type = 'Convex'
LIMIT 5;","[('RAB2-5L', 'G.E.')]","No, we do not have any convex array probes for the Voluson 730 Pro.",12.778951168060303,10.672781467437744
Do you have any linear array probes for HDI 3000?,"No, we currently do not have any linear probes for HDI 3000 in stock.","['Compatibility', 'Stock']",['HDI 3000'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID IN (SELECT System_ID FROM systems s WHERE s.System_Name = 'HDI 3000') AND p.Array_Type = 'Linear' LIMIT 5;","[('CL 10-5', 'ATL'), ('CT8-4', 'ATL'), ('L7-4', 'ATL')]",No.,12.841492652893066,10.376628875732422
Do you have any convex array probes for HDI 3000?,"No, we currently do not have any convex probes for HDI 3000 in stock.","['Compatibility', 'Stock']",['HDI 3000'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 3000' AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-2', 'ATL'), ('C5-IVT', 'ATL'), ('C7-4', 'ATL'), ('C8-4v', 'ATL')]","No, we do not have any convex array probes compatible with the HDI 3000.",12.774192810058594,10.676121711730957
Do you have any linear array probes for Cypress Portable?,"No, we currently do not have any linear probes for Cypress Portable in stock.","['Compatibility', 'Stock']",['Cypress Portable'],"SELECT p.Probe_Model, p.Manufacturer, s.System_Name FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Linear' AND s.System_Name = 'Cypress Portable' LIMIT 5;",,"No, we do not have any linear array probes for Cypress Portable.",12.447851657867432,10.352757215499878
Do you have any convex array probes for Cypress Portable?,"No, we currently do not have any convex probes for Cypress Portable in stock.","['Compatibility', 'Stock']",['Cypress Portable'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'Cypress Portable' AND p.Array_Type = 'Convex' LIMIT 5;",,"No, we do not have any convex array probes compatible with the Cypress Portable.",12.726648330688477,10.481693029403687
Do you have any linear array probes for EPIQ?,"No, we currently do not have any linear probes for EPIQ in stock.","['Compatibility', 'Stock']",['EPIQ'],SELECT s.System_Name FROM compatibility c JOIN probes p ON c.Probe_ID = p.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE p.Array_Type = 'Linear' AND p.Frequency_Range LIKE '%EPIQ%' LIMIT 5;,,"Yes, the Philips L12-3 and L15-7io are linear array probes compatible with the EPIQ.",12.50349497795105,10.577475786209106
Do you have any convex array probes for EPIQ?,"No, we currently do not have any convex probes for EPIQ in stock.","['Compatibility', 'Stock']",['EPIQ'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'EPIQ' AND p.Array_Type = 'Convex' LIMIT 5;","[('C9-3v', 'Philips')]","Yes, we have the Philips C9-3v convex array probe compatible with EPIQ.",12.66489577293396,10.558983564376831
Do you have any linear array probes for HD7?,"No, we currently do not have any linear probes for HD7 in stock.","['Compatibility', 'Stock']",['HD7'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HD7' AND p.Array_Type = 'Linear'
LIMIT 5;",,No.,12.365212202072144,10.093144178390503
Do you have any convex array probes for HD7?,"No, we currently do not have any convex probes for HD7 in stock.","['Compatibility', 'Stock']",['HD7'],"SELECT p.Probe_Model, p.Manufacturer
FROM probes p
JOIN compatibility c ON p.Probe_ID = c.Probe_ID
JOIN systems s ON c.System_ID = s.System_ID
WHERE s.System_Name = 'HD7' AND p.Array_Type = 'Convex'
LIMIT 5;","[('C8-5', 'Philips')]",We have a Philips C8-5 convex array probe that is compatible with the HD7.,12.440630435943604,10.32374382019043
Do you have any linear array probes for HDI 1000?,"No, we currently do not have any linear probes for HDI 1000 in stock.","['Compatibility', 'Stock']",['HDI 1000'],"SELECT p.Array_Type, p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 1000' AND p.Array_Type = 'Linear' LIMIT 5;","[('Linear', 'CT8-4', 'ATL')]","Yes, we have the ATL CT8-4 linear array probe.",37.09128260612488,10.448781967163086
Do you have any convex array probes for HDI 1000?,"No, we currently do not have any convex probes for HDI 1000 in stock.","['Compatibility', 'Stock']",['HDI 1000'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'HDI 1000' AND p.Array_Type = 'Convex' LIMIT 5;","[('C9-5ICT', 'ATL')]","No, we don't have any convex array probes for HDI 1000.",12.774466514587402,10.55410361289978
Do you have any linear array probes for CX50?,"No, we currently do not have any linear probes for CX50 in stock.","['Compatibility', 'Stock']",['CX50'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID WHERE c.System_ID IN (SELECT s.System_ID FROM systems s WHERE s.System_Name = 'CX50') AND p.Array_Type = 'Linear' LIMIT 5;","[('L12-3', 'Philips')]","Yes, we have the Philips L12-3 linear array probe compatible with the CX50.",12.735769748687744,10.419409275054932
Do you have any convex array probes for CX50?,"No, we currently do not have any convex probes for CX50 in stock.","['Compatibility', 'Stock']",['CX50'],"SELECT p.Probe_Model, p.Manufacturer FROM probes p JOIN compatibility c ON p.Probe_ID = c.Probe_ID JOIN systems s ON c.System_ID = s.System_ID WHERE s.System_Name = 'CX50' AND p.Array_Type = 'Convex' LIMIT 5;","[('C5-1', 'Philips'), ('C9-3v', 'Philips')]","Yes, we have the Philips C5-1 and Philips C9-3v convex array probes that are compatible with the CX50 ultrasound system.",24.869018077850342,10.649786710739136
